,,PM2.5,PM10,CO,NO2,SO2,O3,time
4042,4042,29,64,0.96,49,8,84,2019/5/1 20:00
4043,4043,,,,,,,2019/5/1 21:00
4044,4044,,,,,,,2019/5/1 22:00
4045,4045,42,64,1.34,88,8,4,2019/5/1 23:00
4046,4046,44,64,1.26,77,8,5,2019/5/2 0:00
4047,4047,,,,,,,2019/5/2 1:00
4048,4048,38,51,1.02,44,8,20,2019/5/2 2:00
4049,4049,34,57,0.98,54,8,9,2019/5/2 3:00
4050,4050,,,,,,,2019/5/2 4:00
4051,4051,36,59,0.94,53,8,20,2019/5/2 5:00
4052,4052,,,,,,,2019/5/2 6:00
4053,4053,,,,,,,2019/5/2 7:00
4054,4054,28,86,1.3,61,20,86,2019/5/2 8:00
4055,4055,,,,,,,2019/5/2 9:00
4056,4056,,,,,,,2019/5/2 10:00
4057,4057,19,69,0.56,6,10,136,2019/5/2 11:00
4058,4058,,,,,,,2019/5/2 12:00
4059,4059,,,,,,,2019/5/2 13:00
4060,4060,25,62,0.6,9,15,155,2019/5/2 14:00
4061,4061,,,,,,,2019/5/2 15:00
4062,4062,,,,,,,2019/5/2 16:00
4063,4063,29,54,0.67,20,11,146,2019/5/2 17:00
4064,4064,,,,,,,2019/5/2 18:00
4065,4065,,,,,,,2019/5/2 19:00
4066,4066,40,74,1.36,117,30,10,2019/5/2 20:00
4067,4067,,,,,,,2019/5/2 21:00
4068,4068,,,,,,,2019/5/2 22:00
4069,4069,47,96,1.23,83,17,37,2019/5/2 23:00
4070,4070,43,104,1.02,55,16,65,2019/5/3 0:00
4071,4071,,,,,,,2019/5/3 1:00
4072,4072,49,92,1.09,51,16,42,2019/5/3 2:00
4073,4073,43,80,1.06,51,17,38,2019/5/3 3:00
4074,4074,46,97,1.18,71,17,20,2019/5/3 4:00
4075,4075,,,,,,,2019/5/3 5:00
4076,4076,50,108,1.04,53,16,50,2019/5/3 6:00
4077,4077,44,106,0.79,34,12,76,2019/5/3 7:00
4078,4078,,,,,,,2019/5/3 8:00
4079,4079,,,,,,,2019/5/3 9:00
4080,4080,25,51,0.6,12,6,125,2019/5/3 10:00
4081,4081,,,,,,,2019/5/3 11:00
4082,4082,,,,,,,2019/5/3 12:00
4083,4083,12,54,0.54,5,6,154,2019/5/3 13:00
4084,4084,,,,,,,2019/5/3 14:00
4085,4085,,,,,,,2019/5/3 15:00
4086,4086,17,52,0.63,13,7,183,2019/5/3 16:00
4087,4087,,,,,,,2019/5/3 17:00
4088,4088,,,,,,,2019/5/3 18:00
4089,4089,31,63,0.64,21,6,149,2019/5/3 19:00
4090,4090,,,,,,,2019/5/3 20:00
4091,4091,17,44,0.62,21,8,120,2019/5/3 21:00
4092,4092,,,,,,,2019/5/3 22:00
4093,4093,19,45,0.68,19,9,111,2019/5/3 23:00
4094,4094,,,,,,,2019/5/4 0:00
4095,4095,16,41,0.73,23,9,99,2019/5/4 1:00
4096,4096,22,43,0.72,20,8,101,2019/5/4 2:00
4097,4097,,,,,,,2019/5/4 3:00
4098,4098,15,42,0.79,29,7,79,2019/5/4 4:00
4099,4099,,,,,,,2019/5/4 5:00
4100,4100,,,,,,,2019/5/4 6:00
4101,4101,23,62,0.75,24,10,125,2019/5/4 7:00
4102,4102,,,,,,,2019/5/4 8:00
4103,4103,,,,,,,2019/5/4 9:00
4104,4104,23,54,0.7,15,7,145,2019/5/4 10:00
4105,4105,,,,,,,2019/5/4 11:00
4106,4106,,,,,,,2019/5/4 12:00
4107,4107,19,50,0.7,12,7,182,2019/5/4 13:00
4108,4108,,,,,,,2019/5/4 14:00
4109,4109,,,,,,,2019/5/4 15:00
4110,4110,,,,,,,2019/5/4 16:00
4111,4111,,,,,,,2019/5/4 17:00
4112,4112,,,,,,,2019/5/4 18:00
4113,4113,,,,,,,2019/5/4 19:00
4114,4114,,,,,,,2019/5/4 20:00
4115,4115,,,,,,,2019/5/4 21:00
4116,4116,,,,,,,2019/5/4 22:00
4117,4117,,,,,,,2019/5/4 23:00
4118,4118,17,59,0.8,24,13,92,2019/5/5 0:00
4119,4119,,,,,,,2019/5/5 1:00
4120,4120,27,58,0.86,30,16,70,2019/5/5 2:00
4121,4121,30,58,0.92,31,17,65,2019/5/5 3:00
4122,4122,26,65,0.98,34,16,65,2019/5/5 4:00
4123,4123,,,,,,,2019/5/5 5:00
4124,4124,26,74,1.07,50,16,62,2019/5/5 6:00
4125,4125,29,75,1.05,49,16,71,2019/5/5 7:00
4126,4126,,,,,,,2019/5/5 8:00
4127,4127,,,,,,,2019/5/5 9:00
4128,4128,42,72,1.07,35,19,127,2019/5/5 10:00
4129,4129,45,84,1.12,34,19,145,2019/5/5 11:00
4130,4130,,,,,,,2019/5/5 12:00
4131,4131,51,89,1.1,36,22,166,2019/5/5 13:00
4132,4132,54,95,1.24,39,22,167,2019/5/5 14:00
4133,4133,57,101,1.4,47,26,148,2019/5/5 15:00
4134,4134,63,93,1.29,42,25,136,2019/5/5 16:00
4135,4135,62,84,0.93,46,19,117,2019/5/5 17:00
4136,4136,45,60,0.75,36,16,105,2019/5/5 18:00
4137,4137,36,52,0.79,39,16,89,2019/5/5 19:00
4138,4138,33,54,0.7,31,14,86,2019/5/5 20:00
4139,4139,,,,,,,2019/5/5 21:00
4140,4140,28,47,0.7,30,18,81,2019/5/5 22:00
4141,4141,,,,,,,2019/5/5 23:00
4142,4142,31,57,0.72,22,21,86,2019/5/6 0:00
4143,4143,,,,,,,2019/5/6 1:00
4144,4144,,,,,,,2019/5/6 2:00
4145,4145,43,59,0.75,13,10,108,2019/5/6 3:00
4146,4146,,,,,,,2019/5/6 4:00
4147,4147,,,,,,,2019/5/6 5:00
4148,4148,35,70,0.66,15,6,89,2019/5/6 6:00
4149,4149,,,,,,,2019/5/6 7:00
4150,4150,,,,,,,2019/5/6 8:00
4151,4151,,,,,,,2019/5/6 9:00
4152,4152,,,,,,,2019/5/6 10:00
4153,4153,,,,,,,2019/5/6 11:00
4154,4154,,,,,,,2019/5/6 12:00
4155,4155,,,,,,,2019/5/6 13:00
4156,4156,,,,,,,2019/5/6 14:00
4157,4157,16,47,0.57,12,9,108,2019/5/6 15:00
4158,4158,,,,,,,2019/5/6 16:00
4159,4159,,,,,,,2019/5/6 17:00
4160,4160,16,47,0.59,22,6,84,2019/5/6 18:00
4161,4161,18,50,0.58,25,8,78,2019/5/6 19:00
4162,4162,18,47,0.58,25,7,75,2019/5/6 20:00
4163,4163,16,52,0.58,19,6,78,2019/5/6 21:00
4164,4164,13,49,0.62,19,7,76,2019/5/6 22:00
4165,4165,14,44,0.64,16,7,74,2019/5/6 23:00
4166,4166,16,49,0.57,17,5,74,2019/5/7 0:00
4167,4167,13,48,0.57,20,5,69,2019/5/7 1:00
4168,4168,8,53,0.59,28,4,55,2019/5/7 2:00
4169,4169,17,49,0.59,26,4,54,2019/5/7 3:00
4170,4170,23,50,0.8,29,5,51,2019/5/7 4:00
4171,4171,18,42,0.95,30,5,55,2019/5/7 5:00
4172,4172,11,46,1.02,36,6,57,2019/5/7 6:00
4173,4173,10,49,1.29,37,10,60,2019/5/7 7:00
4174,4174,22,62,0.97,15,6,96,2019/5/7 8:00
4175,4175,22,49,0.88,14,5,107,2019/5/7 9:00
4176,4176,12,69,0.88,21,6,114,2019/5/7 10:00
4177,4177,16,67,0.67,12,3,134,2019/5/7 11:00
4178,4178,22,66,0.59,9,1,148,2019/5/7 12:00
4179,4179,20,68,0.59,12,2,152,2019/5/7 13:00
4180,4180,15,58,0.63,10,2,151,2019/5/7 14:00
4181,4181,15,59,0.65,13,4,142,2019/5/7 15:00
4182,4182,26,76,0.76,18,5,142,2019/5/7 16:00
4183,4183,38,66,0.76,23,5,135,2019/5/7 17:00
4184,4184,35,60,0.79,30,5,121,2019/5/7 18:00
4185,4185,30,68,0.84,39,6,101,2019/5/7 19:00
4186,4186,29,67,0.92,55,5,76,2019/5/7 20:00
4187,4187,30,69,0.94,68,5,55,2019/5/7 21:00
4188,4188,30,69,0.91,94,5,29,2019/5/7 22:00
4189,4189,33,86,0.86,47,8,53,2019/5/7 23:00
4190,4190,31,74,0.79,34,7,63,2019/5/8 0:00
4191,4191,20,64,0.75,29,7,71,2019/5/8 1:00
4192,4192,17,53,0.73,27,5,73,2019/5/8 2:00
4193,4193,18,53,0.76,35,5,55,2019/5/8 3:00
4194,4194,18,62,0.86,53,6,33,2019/5/8 4:00
4195,4195,23,64,0.93,60,6,25,2019/5/8 5:00
4196,4196,26,109,1.02,63,7,22,2019/5/8 6:00
4197,4197,27,80,0.93,49,8,46,2019/5/8 7:00
4198,4198,31,70,0.83,33,8,80,2019/5/8 8:00
4199,4199,30,62,0.78,27,9,94,2019/5/8 9:00
4200,4200,23,49,0.79,32,6,98,2019/5/8 10:00
4201,4201,20,50,0.75,29,5,107,2019/5/8 11:00
4202,4202,22,54,0.7,17,2,134,2019/5/8 12:00
4203,4203,18,41,0.72,17,2,149,2019/5/8 13:00
4204,4204,19,41,0.72,14,1,160,2019/5/8 14:00
4205,4205,20,34,0.73,16,2,161,2019/5/8 15:00
4206,4206,20,38,0.71,22,2,147,2019/5/8 16:00
4207,4207,21,40,1.04,46,7,126,2019/5/8 17:00
4208,4208,24,40,1.54,67,20,98,2019/5/8 18:00
4209,4209,34,75,1.55,92,17,56,2019/5/8 19:00
4210,4210,40,87,1.28,120,9,22,2019/5/8 20:00
4211,4211,35,97,1.16,110,6,18,2019/5/8 21:00
4212,4212,32,88,1.09,111,7,14,2019/5/8 22:00
4213,4213,34,83,0.98,90,8,34,2019/5/8 23:00
4214,4214,37,82,0.92,80,7,39,2019/5/9 0:00
4215,4215,40,70,0.91,95,8,21,2019/5/9 1:00
4216,4216,38,76,0.94,95,8,17,2019/5/9 2:00
4217,4217,34,76,0.98,97,8,12,2019/5/9 3:00
4218,4218,37,76,1.08,96,8,7,2019/5/9 4:00
4219,4219,44,77,1.17,99,10,13,2019/5/9 5:00
4220,4220,45,103,1.83,97,27,26,2019/5/9 6:00
4221,4221,49,121,1.36,70,20,66,2019/5/9 7:00
4222,4222,48,89,1.06,53,11,100,2019/5/9 8:00
4223,4223,39,79,1.01,47,10,123,2019/5/9 9:00
4224,4224,41,81,1.03,22,8,172,2019/5/9 10:00
4225,4225,39,67,1.18,16,8,195,2019/5/9 11:00
4226,4226,33,66,1.29,16,9,218,2019/5/9 12:00
4227,4227,34,69,1.31,15,8,232,2019/5/9 13:00
4228,4228,37,64,1.3,19,9,249,2019/5/9 14:00
4229,4229,41,69,1.18,22,8,238,2019/5/9 15:00
4230,4230,42,77,1.09,31,5,200,2019/5/9 16:00
4231,4231,40,86,1.18,31,6,208,2019/5/9 17:00
4232,4232,44,92,1.4,52,6,162,2019/5/9 18:00
4233,4233,54,99,1.15,44,8,152,2019/5/9 19:00
4234,4234,52,77,1.18,42,14,134,2019/5/9 20:00
4235,4235,42,77,1.08,38,14,130,2019/5/9 21:00
4236,4236,43,85,1.21,41,12,112,2019/5/9 22:00
4237,4237,52,101,1.37,38,12,104,2019/5/9 23:00
4238,4238,64,104,1.42,40,11,92,2019/5/10 0:00
4239,4239,68,104,1.45,37,10,84,2019/5/10 1:00
4240,4240,71,108,1.46,42,10,68,2019/5/10 2:00
4241,4241,74,117,1.35,55,11,67,2019/5/10 3:00
4242,4242,76,118,1.5,49,9,55,2019/5/10 4:00
4243,4243,74,110,1.46,49,11,66,2019/5/10 5:00
4244,4244,68,121,1.45,65,12,73,2019/5/10 6:00
4245,4245,71,136,1.4,52,16,116,2019/5/10 7:00
4246,4246,68,130,1.33,40,16,161,2019/5/10 8:00
4247,4247,60,103,1.31,32,13,187,2019/5/10 9:00
4248,4248,59,97,1.27,22,10,194,2019/5/10 10:00
4249,4249,54,82,1.07,10,6,194,2019/5/10 11:00
4250,4250,40,67,1.18,13,8,228,2019/5/10 12:00
4251,4251,38,80,1.08,13,6,216,2019/5/10 13:00
4252,4252,39,67,1.05,13,5,217,2019/5/10 14:00
4253,4253,33,71,1.19,18,5,211,2019/5/10 15:00
4254,4254,31,65,1.15,22,5,205,2019/5/10 16:00
4255,4255,30,59,1.27,28,7,191,2019/5/10 17:00
4256,4256,36,79,1.34,37,8,177,2019/5/10 18:00
4257,4257,47,96,1.42,55,9,138,2019/5/10 19:00
4258,4258,51,105,1.55,91,9,79,2019/5/10 20:00
4259,4259,55,127,1.94,133,13,18,2019/5/10 21:00
4260,4260,60,126,1.96,141,15,5,2019/5/10 22:00
4261,4261,62,112,1.72,132,15,11,2019/5/10 23:00
4262,4262,61,104,1.81,114,14,7,2019/5/11 0:00
4263,4263,61,98,1.76,92,16,10,2019/5/11 1:00
4264,4264,62,92,1.61,86,16,19,2019/5/11 2:00
4265,4265,61,91,1.63,75,16,16,2019/5/11 3:00
4266,4266,62,89,1.6,120,18,7,2019/5/11 4:00
4267,4267,69,134,1.59,98,20,30,2019/5/11 5:00
4268,4268,78,146,1.64,63,21,78,2019/5/11 6:00
4269,4269,78,139,1.62,51,23,122,2019/5/11 7:00
4270,4270,74,133,1.62,49,23,154,2019/5/11 8:00
4271,4271,71,138,1.55,40,19,181,2019/5/11 9:00
4272,4272,73,114,1.36,25,14,212,2019/5/11 10:00
4273,4273,62,94,1.18,13,9,226,2019/5/11 11:00
4274,4274,41,65,1.08,10,7,237,2019/5/11 12:00
4275,4275,32,62,1.13,11,6,250,2019/5/11 13:00
4276,4276,33,69,1.09,12,6,254,2019/5/11 14:00
4277,4277,36,66,1.09,15,6,236,2019/5/11 15:00
4278,4278,41,74,1.14,19,6,203,2019/5/11 16:00
4279,4279,41,69,1.28,22,8,222,2019/5/11 17:00
4280,4280,42,100,1.36,37,9,188,2019/5/11 18:00
4281,4281,55,110,1.49,59,10,129,2019/5/11 19:00
4282,4282,63,116,1.71,98,12,71,2019/5/11 20:00
4283,4283,66,131,1.48,66,13,120,2019/5/11 21:00
4284,4284,63,111,1.38,57,13,122,2019/5/11 22:00
4285,4285,56,104,1.43,64,14,97,2019/5/11 23:00
4286,4286,56,101,1.46,47,14,97,2019/5/12 0:00
4287,4287,61,105,1.49,38,14,97,2019/5/12 1:00
4288,4288,64,88,1.54,42,14,78,2019/5/12 2:00
4289,4289,65,91,1.56,48,13,54,2019/5/12 3:00
4290,4290,68,93,1.53,43,15,79,2019/5/12 4:00
4291,4291,62,93,1.55,46,16,94,2019/5/12 5:00
4292,4292,61,110,1.57,95,16,64,2019/5/12 6:00
4293,4293,68,138,1.52,70,16,121,2019/5/12 7:00
4294,4294,70,129,1.47,41,15,179,2019/5/12 8:00
4295,4295,71,114,1.41,31,13,221,2019/5/12 9:00
4296,4296,68,106,1.31,20,10,254,2019/5/12 10:00
4297,4297,57,88,1.33,17,9,259,2019/5/12 11:00
4298,4298,50,88,1.28,13,8,252,2019/5/12 12:00
4299,4299,53,76,1.26,13,8,249,2019/5/12 13:00
4300,4300,50,82,1.33,12,8,241,2019/5/12 14:00
4301,4301,46,73,1.49,16,9,229,2019/5/12 15:00
4302,4302,49,88,1.39,21,10,203,2019/5/12 16:00
4303,4303,53,91,1.41,24,11,198,2019/5/12 17:00
4304,4304,54,105,1.43,28,12,198,2019/5/12 18:00
4305,4305,64,106,1.39,26,12,197,2019/5/12 19:00
4306,4306,64,92,1.32,26,10,170,2019/5/12 20:00
4307,4307,53,76,1.28,27,9,145,2019/5/12 21:00
4308,4308,47,74,1.27,33,10,116,2019/5/12 22:00
4309,4309,43,70,1.3,39,11,102,2019/5/12 23:00
4310,4310,44,71,1.35,42,11,89,2019/5/13 0:00
4311,4311,43,72,1.37,33,12,91,2019/5/13 1:00
4312,4312,42,76,1.38,33,12,84,2019/5/13 2:00
4313,4313,44,78,1.41,63,12,56,2019/5/13 3:00
4314,4314,47,96,1.42,55,13,64,2019/5/13 4:00
4315,4315,53,87,1.44,49,13,70,2019/5/13 5:00
4316,4316,53,99,1.52,54,14,73,2019/5/13 6:00
4317,4317,50,100,1.48,45,13,96,2019/5/13 7:00
4318,4318,52,101,1.54,45,14,122,2019/5/13 8:00
4319,4319,56,102,1.68,42,16,144,2019/5/13 9:00
4320,4320,54,94,1.61,34,13,160,2019/5/13 10:00
4321,4321,50,86,1.58,35,11,151,2019/5/13 11:00
4322,4322,,,,,,,2019/5/13 12:00
4323,4323,,,,,,,2019/5/13 13:00
4324,4324,,,,,,,2019/5/13 14:00
4325,4325,67,73,1.04,46,9,91,2019/5/13 15:00
4326,4326,61,70,1.32,63,11,90,2019/5/13 16:00
4327,4327,85,110,1.21,57,11,75,2019/5/13 17:00
4328,4328,94,116,0.97,41,11,59,2019/5/13 18:00
4329,4329,81,95,0.97,45,12,47,2019/5/13 19:00
4330,4330,77,99,0.95,47,12,38,2019/5/13 20:00
4331,4331,79,92,0.92,48,10,34,2019/5/13 21:00
4332,4332,68,85,0.82,28,9,49,2019/5/13 22:00
4333,4333,62,77,0.86,23,9,49,2019/5/13 23:00
4334,4334,64,81,0.87,28,8,39,2019/5/14 0:00
4335,4335,65,85,0.81,32,7,32,2019/5/14 1:00
4336,4336,65,65,0.7,35,8,35,2019/5/14 2:00
4337,4337,58,58,0.68,38,7,27,2019/5/14 3:00
4338,4338,53,60,0.73,27,8,37,2019/5/14 4:00
4339,4339,52,53,0.74,32,8,41,2019/5/14 5:00
4340,4340,47,51,0.73,25,8,63,2019/5/14 6:00
4341,4341,45,49,0.78,26,8,70,2019/5/14 7:00
4342,4342,47,68,0.8,27,7,87,2019/5/14 8:00
4343,4343,57,77,0.8,21,6,126,2019/5/14 9:00
4344,4344,60,76,0.73,13,6,165,2019/5/14 10:00
4345,4345,52,59,0.6,13,5,165,2019/5/14 11:00
4346,4346,46,50,0.55,7,4,163,2019/5/14 12:00
4347,4347,33,38,0.52,8,4,171,2019/5/14 13:00
4348,4348,27,38,0.75,16,5,212,2019/5/14 14:00
4349,4349,29,68,1,25,7,218,2019/5/14 15:00
4350,4350,41,80,1.13,29,8,212,2019/5/14 16:00
4351,4351,50,90,0.76,30,6,175,2019/5/14 17:00
4352,4352,53,78,0.73,31,5,146,2019/5/14 18:00
4353,4353,48,76,0.8,31,5,123,2019/5/14 19:00
4354,4354,47,71,0.74,28,6,100,2019/5/14 20:00
4355,4355,55,64,0.64,28,5,71,2019/5/14 21:00
4356,4356,50,64,0.56,20,5,70,2019/5/14 22:00
4357,4357,,,,,,,2019/5/14 23:00
4358,4358,,,,,,,2019/5/15 0:00
4359,4359,28,25,0.59,17,5,65,2019/5/15 1:00
4360,4360,22,28,0.5,11,8,67,2019/5/15 2:00
4361,4361,23,25,0.56,14,92,58,2019/5/15 3:00
4362,4362,,,,,,,2019/5/15 4:00
4363,4363,,,,,,,2019/5/15 5:00
4364,4364,28,34,0.68,15,46,53,2019/5/15 6:00
4365,4365,29,30,0.64,14,38,62,2019/5/15 7:00
4366,4366,32,38,0.65,14,9,68,2019/5/15 8:00
4367,4367,35,48,0.63,16,5,71,2019/5/15 9:00
4368,4368,37,54,0.64,17,4,83,2019/5/15 10:00
4369,4369,33,47,0.68,16,4,94,2019/5/15 11:00
4370,4370,,,,,,,2019/5/15 12:00
4371,4371,,,,,,,2019/5/15 13:00
4372,4372,37,50,0.66,15,2,102,2019/5/15 14:00
4373,4373,36,44,0.67,17,1,95,2019/5/15 15:00
4374,4374,29,42,0.65,20,2,92,2019/5/15 16:00
4375,4375,,,,,,,2019/5/15 17:00
4376,4376,,,,,,,2019/5/15 18:00
4377,4377,32,45,0.65,31,2,58,2019/5/15 19:00
4378,4378,31,44,0.67,30,2,56,2019/5/15 20:00
4379,4379,29,46,0.72,22,2,59,2019/5/15 21:00
4380,4380,32,38,0.73,26,2,42,2019/5/15 22:00
4381,4381,,,,,,,2019/5/15 23:00
4382,4382,,,,,,,2019/5/16 0:00
4383,4383,,,,,,,2019/5/16 1:00
4384,4384,30,30,0.68,12,2,39,2019/5/16 2:00
4385,4385,34,37,0.67,14,2,33,2019/5/16 3:00
4386,4386,,,,,,,2019/5/16 4:00
4387,4387,,,,,,,2019/5/16 5:00
4388,4388,36,49,0.83,36,2,15,2019/5/16 6:00
4389,4389,,,,,,,2019/5/16 7:00
4390,4390,36,42,0.86,34,2,36,2019/5/16 8:00
4391,4391,36,49,0.89,38,2,38,2019/5/16 9:00
4392,4392,40,44,0.92,26,2,57,2019/5/16 10:00
4393,4393,38,47,0.78,30,1,64,2019/5/16 11:00
4394,4394,42,54,0.69,25,2,70,2019/5/16 12:00
4395,4395,44,51,0.7,19,2,96,2019/5/16 13:00
4396,4396,44,48,0.71,20,2,107,2019/5/16 14:00
4397,4397,46,47,0.85,19,2,105,2019/5/16 15:00
4398,4398,40,50,0.82,31,2,77,2019/5/16 16:00
4399,4399,43,60,0.75,35,2,58,2019/5/16 17:00
4400,4400,47,61,0.65,32,2,50,2019/5/16 18:00
4401,4401,52,72,0.55,25,1,51,2019/5/16 19:00
4402,4402,56,67,0.66,27,2,43,2019/5/16 20:00
4403,4403,58,76,0.63,29,2,33,2019/5/16 21:00
4404,4404,58,71,0.6,26,1,27,2019/5/16 22:00
4405,4405,54,60,0.56,26,1,24,2019/5/16 23:00
4406,4406,55,55,0.6,27,2,21,2019/5/17 0:00
4407,4407,,,,,,,2019/5/17 1:00
4408,4408,58,60,0.65,34,1,8,2019/5/17 2:00
4409,4409,52,66,0.76,39,2,6,2019/5/17 3:00
4410,4410,58,78,0.84,44,2,4,2019/5/17 4:00
4411,4411,63,83,0.97,48,3,6,2019/5/17 5:00
4412,4412,70,101,1.11,49,2,15,2019/5/17 6:00
4413,4413,87,113,1.08,52,2,21,2019/5/17 7:00
4414,4414,96,120,1.08,52,1,33,2019/5/17 8:00
4415,4415,98,116,1.1,49,2,49,2019/5/17 9:00
4416,4416,92,122,1.05,38,2,76,2019/5/17 10:00
4417,4417,86,92,1.08,45,2,84,2019/5/17 11:00
4418,4418,,,,,,,2019/5/17 12:00
4419,4419,88,96,1.84,31,105,160,2019/5/17 13:00
4420,4420,76,82,1.48,37,15,147,2019/5/17 14:00
4421,4421,80,99,1.08,26,12,131,2019/5/17 15:00
4422,4422,,,,,,,2019/5/17 16:00
4423,4423,,,,,,,2019/5/17 17:00
4424,4424,,,,,,,2019/5/17 18:00
4425,4425,45,64,0.74,34,8,63,2019/5/17 19:00
4426,4426,48,50,0.76,32,8,54,2019/5/17 20:00
4427,4427,45,53,0.8,27,8,49,2019/5/17 21:00
4428,4428,42,49,0.75,28,8,34,2019/5/17 22:00
4429,4429,42,43,0.73,33,9,21,2019/5/17 23:00
4430,4430,37,48,0.7,25,14,17,2019/5/18 0:00
4431,4431,,,,,,,2019/5/18 1:00
4432,4432,,,,,,,2019/5/18 2:00
4433,4433,27,30,0.52,9,11,62,2019/5/18 3:00
4434,4434,27,25,0.41,6,9,71,2019/5/18 4:00
4435,4435,,,,,,,2019/5/18 5:00
4436,4436,,,,,,,2019/5/18 6:00
4437,4437,11,17,0.43,13,5,69,2019/5/18 7:00
4438,4438,14,24,0.45,14,5,69,2019/5/18 8:00
4439,4439,18,18,0.46,18,5,76,2019/5/18 9:00
4440,4440,14,25,0.48,12,5,90,2019/5/18 10:00
4441,4441,6,18,0.47,11,4,92,2019/5/18 11:00
4442,4442,5,18,0.43,9,5,99,2019/5/18 12:00
4443,4443,12,18,0.44,11,4,99,2019/5/18 13:00
4444,4444,15,19,0.43,11,4,98,2019/5/18 14:00
4445,4445,13,24,0.42,13,4,95,2019/5/18 15:00
4446,4446,16,22,0.43,14,5,90,2019/5/18 16:00
4447,4447,18,21,0.47,16,4,85,2019/5/18 17:00
4448,4448,,,,,,,2019/5/18 18:00
4449,4449,12,12,0.49,15,6,72,2019/5/18 19:00
4450,4450,,,,,,,2019/5/18 20:00
4451,4451,13,21,0.49,16,4,66,2019/5/18 21:00
4452,4452,,,,,,,2019/5/18 22:00
4453,4453,12,19,0.5,21,5,54,2019/5/18 23:00
4454,4454,13,20,0.51,20,6,50,2019/5/19 0:00
4455,4455,15,20,0.46,14,4,56,2019/5/19 1:00
4456,4456,15,15,0.48,16,4,51,2019/5/19 2:00
4457,4457,,,,,,,2019/5/19 3:00
4458,4458,18,19,0.52,22,3,36,2019/5/19 4:00
4459,4459,,,,,,,2019/5/19 5:00
4460,4460,,,,,,,2019/5/19 6:00
4461,4461,27,21,0.54,19,6,63,2019/5/19 7:00
4462,4462,27,30,0.63,22,5,67,2019/5/19 8:00
4463,4463,26,39,1.23,26,4,82,2019/5/19 9:00
4464,4464,48,68,1.29,22,5,94,2019/5/19 10:00
4465,4465,68,84,1.46,25,7,103,2019/5/19 11:00
4466,4466,62,78,1.04,14,8,112,2019/5/19 12:00
4467,4467,46,46,1.53,18,15,97,2019/5/19 13:00
4468,4468,40,64,1.21,15,16,106,2019/5/19 14:00
4469,4469,37,39,0.99,18,16,116,2019/5/19 15:00
4470,4470,24,46,0.91,22,16,118,2019/5/19 16:00
4471,4471,26,44,0.69,24,17,108,2019/5/19 17:00
4472,4472,31,45,0.72,29,15,86,2019/5/19 18:00
4473,4473,33,49,0.82,51,15,50,2019/5/19 19:00
4474,4474,32,50,0.88,43,17,50,2019/5/19 20:00
4475,4475,27,41,0.75,28,13,63,2019/5/19 21:00
4476,4476,21,29,0.65,28,9,60,2019/5/19 22:00
4477,4477,18,26,0.69,33,9,53,2019/5/19 23:00
4478,4478,24,38,0.62,20,10,82,2019/5/20 0:00
4479,4479,28,39,1.08,20,16,89,2019/5/20 1:00
4480,4480,32,95,0.7,16,15,95,2019/5/20 2:00
4481,4481,36,108,0.54,9,11,110,2019/5/20 3:00
4482,4482,44,139,0.53,11,11,104,2019/5/20 4:00
4483,4483,45,132,0.62,19,11,94,2019/5/20 5:00
4484,4484,39,143,0.74,30,13,78,2019/5/20 6:00
4485,4485,40,143,0.61,22,12,84,2019/5/20 7:00
4486,4486,41,141,0.43,14,16,96,2019/5/20 8:00
4487,4487,32,95,0.63,18,19,101,2019/5/20 9:00
4488,4488,27,84,0.86,17,19,105,2019/5/20 10:00
4489,4489,26,79,0.82,14,15,114,2019/5/20 11:00
4490,4490,25,54,0.64,12,12,113,2019/5/20 12:00
4491,4491,21,54,0.5,14,8,118,2019/5/20 13:00
4492,4492,20,44,0.34,12,5,114,2019/5/20 14:00
4493,4493,20,47,0.44,14,7,114,2019/5/20 15:00
4494,4494,14,55,0.41,20,6,104,2019/5/20 16:00
4495,4495,17,52,0.44,24,6,97,2019/5/20 17:00
4496,4496,19,54,0.45,29,6,93,2019/5/20 18:00
4497,4497,15,60,0.45,30,7,91,2019/5/20 19:00
4498,4498,16,50,0.45,34,10,85,2019/5/20 20:00
4499,4499,22,53,0.52,49,9,69,2019/5/20 21:00
4500,4500,24,50,0.47,56,10,55,2019/5/20 22:00
4501,4501,25,54,0.55,60,10,38,2019/5/20 23:00
4502,4502,25,57,0.65,57,9,32,2019/5/21 0:00
4503,4503,27,52,0.82,53,9,27,2019/5/21 1:00
4504,4504,29,54,0.59,40,11,30,2019/5/21 2:00
4505,4505,24,43,0.63,76,13,6,2019/5/21 3:00
4506,4506,26,111,0.72,76,12,4,2019/5/21 4:00
4507,4507,31,79,0.85,75,14,6,2019/5/21 5:00
4508,4508,30,88,0.78,80,14,14,2019/5/21 6:00
4509,4509,,,,,,,2019/5/21 7:00
4510,4510,,,,,,,2019/5/21 8:00
4511,4511,,,,,,,2019/5/21 9:00
4512,4512,,,,,,,2019/5/21 10:00
4513,4513,,,,,,,2019/5/21 11:00
4514,4514,,,,,,,2019/5/21 12:00
4515,4515,,,,,,,2019/5/21 13:00
4516,4516,,,,,,,2019/5/21 14:00
4517,4517,,,,,,,2019/5/21 15:00
4518,4518,,,,,,,2019/5/21 16:00
4519,4519,48,82,0.4,28,20,162,2019/5/21 17:00
4520,4520,,,,,,,2019/5/21 18:00
